ID,DATE4,PROGRAM,TPE,DIRECT,INDIRECT,N,NUMBER,REF
EDS-MS 1.1  Apply kn,2016Q1,EDS-MS,1.1  Apply knowledge of students to engage them in learning.  ,1.43,3.77,97,1.1,1022
EDS-MS 1.2  Maintain,2016Q1,EDS-MS,1.2  Maintain ongoing communication with students and families,3.32,3.25,32,1.2,1023
EDS-MS 1.3  Connect ,2016Q1,EDS-MS,1.3  Connect subject matter to real-life contexts,2.22,3.63,71,1.3,1024
EDS-MS 1.4  Use… app,2016Q1,EDS-MS,1.4  Use… appropriate instructional strategies… within the Classroom,2.28,1.96,49,1.4,1025
EDS-MS 1.5  Promote ,2016Q1,EDS-MS,1.5  Promote students' critical and creative thinking,2.32,3.15,18,1.5,1026
EDS-MS 1.6  Provide ,2016Q1,EDS-MS,1.6  Provide a supportive learning environment,3.61,2.22,100,1.6,1027
EDS-MS 1.7  Provide ,2016Q1,EDS-MS,1.7  Provide students to access  visual and performing arts,2.54,3.18,96,1.7,1028
EDS-MS 1.8  Monitor ,2016Q1,EDS-MS,1.8  Monitor student learning and adjust instruction,2.16,1.34,14,1.8,1029
EDS-MS TPE 2: Creati,2016Q1,EDS-MS,TPE 2: Creating and Maintaining Effective Environments for Student Learning,1.16,1.53,22,2,1030
EDS-MS 2.1  Promote ,2016Q1,EDS-MS,2.1  Promote students' social-emotional growth,2.72,3.07,54,2.1,1031
EDS-MS 2.2  Create l,2016Q1,EDS-MS,2.2  Create learning environments… that promote productive student learning,2.73,2,48,2.2,1032
EDS-MS 2.3  Establis,2016Q1,EDS-MS,"2.3  Establish, maintain, and monitor inclusive learning environments ",2.43,1.62,14,2.3,1033
EDS-MS 2.4  Know how,2016Q1,EDS-MS,2.4  Know how to access resources to support students,3.62,2.47,89,2.4,1034
EDS-MS 2.5  Maintain,2016Q1,EDS-MS,2.5  Maintain high expectations for learning,2.19,1.21,72,2.5,1035
EDS-MS 2.6  Establis,2016Q1,EDS-MS,2.6  Establish and maintain clear expectations for positive classroom behavior,3.86,1.14,95,2.6,1036
EDS-MS TPE 3: Unders,2016Q1,EDS-MS,TPE 3: Understanding and Organizing Subject Matter for Student Learning,1.13,2.76,67,3,1037
EDS-MS 3.1  Demonstr,2016Q1,EDS-MS,3.1  Demonstrate knowledge of subject matter,3.88,1.96,92,3.1,1038
EDS-MS 3.2  Use know,2016Q1,EDS-MS,3.2  Use knowledge about students and learning goals to organize the curriculum,1.76,2.92,18,3.2,1039
EDS-MS 3.3  Plan ins,2016Q1,EDS-MS,3.3  Plan instruction consistent with current subject-specific pedagogy,1.14,3.73,47,3.3,1040
EDS-MS 3.4  Individu,2016Q1,EDS-MS,3.4  Individually plan for effective subject matter instruction…,2.24,1.31,46,3.4,1041
EDS-MS 3.5  Adapt an,2016Q1,EDS-MS,3.5  Adapt and support the acquisition of academic language,2.81,1.55,40,3.5,1042
EDS-MS 3.6  Use a ra,2016Q1,EDS-MS,3.6  Use a range of technology to facilitate students' equitable access to the curriculum.,3.23,1.59,44,3.6,1043
EDS-MS 3.7  Model an,2016Q1,EDS-MS,3.7  Model and develop digital literacy by using technology,1.43,3.59,51,3.7,1044
EDS-MS 3.8  Demonstr,2016Q1,EDS-MS,3.8  Demonstrate knowledge of effective teaching strategies aligned with… educational technology standards.,2.64,2.1,58,3.8,1045
EDS-MS TPE 4: Planni,2016Q1,EDS-MS,TPE 4: Planning Instruction and Designing Learning Experiences for All Students ,1.45,1.74,59,4,1046
EDS-MS 4.1  Locate a,2016Q1,EDS-MS,4.1  Locate and apply information about students' current academic status,3.13,2.74,98,4.1,1047
EDS-MS 4.2  Understa,2016Q1,EDS-MS,4.2  Understand the range and characteristics of typical and atypical child development,2.96,3.71,94,4.2,1048
EDS-MS 4.3  Design i,2016Q1,EDS-MS,4.3  Design instruction and assessment that reflects the interconnectedness of academic content areas,1,3.07,82,4.3,1049
"EDS-MS 4.4  Plan, de",2016Q1,EDS-MS,"4.4  Plan, design, implement and monitor instruction",3,3.18,18,4.4,1050
EDS-MS 4.5  Promote ,2016Q1,EDS-MS,4.5  Promote student success,2.54,3.23,43,4.5,1051
EDS-MS 4.6  Access r,2016Q1,EDS-MS,4.6  Access resources for planning and instruction,1.25,2.84,36,4.6,1052
EDS-MS 4.7  Plan ins,2016Q1,EDS-MS,4.7  Plan instruction that promotes a range of communication strategies,2.12,1.53,63,4.7,1053
EDS-MS 4.8  Use digi,2016Q1,EDS-MS,4.8  Use digital tools and learning technologies across learning environments,1.77,3.23,69,4.8,1054
EDS-MS TPE 5: Assess,2016Q1,EDS-MS,TPE 5: Assessing Student Learning,1.88,2.42,76,5,1055
EDS-MS 5.1  Apply kn,2016Q1,EDS-MS,5.1  Apply knowledge ofappropriate uses of different types of assessments,2.78,2.4,79,5.1,1056
EDS-MS 5.2  Collect ,2016Q1,EDS-MS,5.2  Collect and analyze assessment data from multiple,1.96,3.01,63,5.2,1057
EDS-MS 5.3  Involve ,2016Q1,EDS-MS,5.3  Involve all students in self-assessment and reflection on their learning goals,2.94,1.8,50,5.3,1058
EDS-MS 5.4  Use tech,2016Q1,EDS-MS,5.4  Use technology as appropriate to support assessment administration,2.37,3.48,56,5.4,1059
EDS-MS 5.5  Use asse,2016Q1,EDS-MS,5.5  Use assessment information to assist in understanding student progress in meeting learning goals.,2.56,2.33,21,5.5,1060
EDS-MS 5.6  Work wit,2016Q1,EDS-MS,5.6  Work with specialists to interpret assessment results,3.65,1.23,11,5.6,1061
EDS-MS 5.7  Interpre,2016Q1,EDS-MS,5.7  Interpret English learners' assessment data to identify their level of academic proficiency in English…as well as in their primary language,1.01,2.3,13,5.7,1062
EDS-MS 5.8  Use asse,2016Q1,EDS-MS,"5.8  Use assessment data… to establish learning goals and to plan, differentiate, make accommodations and/or modify instruction.",2.85,1.19,84,5.8,1063
EDS-MS TPE 6: Develo,2016Q1,EDS-MS,TPE 6: Developing as a Professional Educator,3.17,1.79,22,6,1064
EDS-MS 6.1  Reflect ,2016Q1,EDS-MS,6.1  Reflect on their own teaching practice,1.62,2.13,55,6.1,1065
EDS-MS 6.2  Recogniz,2016Q1,EDS-MS,6.2  Recognize their own values and implicit and explicit biases,3.28,2.55,76,6.2,1066
EDS-MS 6.3  Establis,2016Q1,EDS-MS,6.3  Establish professional learning goals to improve their practice…,2.28,3.46,59,6.3,1067
EDS-MS 6.4  Demonstr,2016Q1,EDS-MS,6.4  Demonstrate how and when to involve other adults and to communicate effectively with peers and colleagues,3.87,3.05,71,6.4,1068
EDS-MS 6.5  Demonstr,2016Q1,EDS-MS,6.5  Demonstrate professional responsibility for all aspects of student learning and classroom management,2.15,2.36,64,6.5,1069
EDS-MS 6.6  Understa,2016Q1,EDS-MS,6.6  Understand roles and responsibilities as mandated reporters,3.33,1.98,23,6.6,1070
EDS-MS 6.7  Critical,2016Q1,EDS-MS,6.7  Critically analyze history of public education in California affects… school governance,1.05,3.74,17,6.7,1071
EDS-MS TPE 1: Engagi,2016Q2,EDS-MS,TPE 1: Engaging and Supporting All Students,1.1,3.9,52,1,1072
EDS-MS 1.1  Apply kn,2016Q2,EDS-MS,1.1  Apply knowledge of students to engage them in learning.  ,3.26,2.18,75,1.1,1073
EDS-MS 1.2  Maintain,2016Q2,EDS-MS,1.2  Maintain ongoing communication with students and families,3.39,1.67,14,1.2,1074
EDS-MS 1.3  Connect ,2016Q2,EDS-MS,1.3  Connect subject matter to real-life contexts,2.01,3.93,56,1.3,1075
EDS-MS 1.4  Use… app,2016Q2,EDS-MS,1.4  Use… appropriate instructional strategies… within the Classroom,3.03,1.12,41,1.4,1076
EDS-MS 1.5  Promote ,2016Q2,EDS-MS,1.5  Promote students' critical and creative thinking,4,2.53,91,1.5,1077
EDS-MS 1.6  Provide ,2016Q2,EDS-MS,1.6  Provide a supportive learning environment,1.9,2.45,53,1.6,1078
EDS-MS 1.7  Provide ,2016Q2,EDS-MS,1.7  Provide students to access  visual and performing arts,1.99,2.8,85,1.7,1079
EDS-MS 1.8  Monitor ,2016Q2,EDS-MS,1.8  Monitor student learning and adjust instruction,2.37,1.26,26,1.8,1080
EDS-MS TPE 2: Creati,2016Q2,EDS-MS,TPE 2: Creating and Maintaining Effective Environments for Student Learning,2.28,1,31,2,1081
EDS-MS 2.1  Promote ,2016Q2,EDS-MS,2.1  Promote students' social-emotional growth,1.28,2.81,90,2.1,1082
EDS-MS 2.2  Create l,2016Q2,EDS-MS,2.2  Create learning environments… that promote productive student learning,2.65,3,70,2.2,1083
EDS-MS 2.3  Establis,2016Q2,EDS-MS,"2.3  Establish, maintain, and monitor inclusive learning environments ",3.52,3.98,38,2.3,1084
EDS-MS 2.4  Know how,2016Q2,EDS-MS,2.4  Know how to access resources to support students,3.7,2.29,79,2.4,1085
EDS-MS 2.5  Maintain,2016Q2,EDS-MS,2.5  Maintain high expectations for learning,1.14,2.84,25,2.5,1086
EDS-MS 2.6  Establis,2016Q2,EDS-MS,2.6  Establish and maintain clear expectations for positive classroom behavior,1.36,3.92,51,2.6,1087
EDS-MS TPE 3: Unders,2016Q2,EDS-MS,TPE 3: Understanding and Organizing Subject Matter for Student Learning,1.08,1.09,99,3,1088
EDS-MS 3.1  Demonstr,2016Q2,EDS-MS,3.1  Demonstrate knowledge of subject matter,1.44,3.64,39,3.1,1089
EDS-MS 3.2  Use know,2016Q2,EDS-MS,3.2  Use knowledge about students and learning goals to organize the curriculum,2.93,3.57,56,3.2,1090
EDS-MS 3.3  Plan ins,2016Q2,EDS-MS,3.3  Plan instruction consistent with current subject-specific pedagogy,3.2,2.08,95,3.3,1091
EDS-MS 3.4  Individu,2016Q2,EDS-MS,3.4  Individually plan for effective subject matter instruction…,3.84,3.96,59,3.4,1092
EDS-MS 3.5  Adapt an,2016Q2,EDS-MS,3.5  Adapt and support the acquisition of academic language,3.81,1.25,18,3.5,1093
EDS-MS 3.6  Use a ra,2016Q2,EDS-MS,3.6  Use a range of technology to facilitate students' equitable access to the curriculum.,1.96,3.69,16,3.6,1094
EDS-MS 3.7  Model an,2016Q2,EDS-MS,3.7  Model and develop digital literacy by using technology,3.18,2.63,32,3.7,1095
EDS-MS 3.8  Demonstr,2016Q2,EDS-MS,3.8  Demonstrate knowledge of effective teaching strategies aligned with… educational technology standards.,2.52,1.87,44,3.8,1096
EDS-MS TPE 4: Planni,2016Q2,EDS-MS,TPE 4: Planning Instruction and Designing Learning Experiences for All Students ,2.85,1.94,79,4,1097
EDS-MS 4.1  Locate a,2016Q2,EDS-MS,4.1  Locate and apply information about students' current academic status,2.7,1.92,13,4.1,1098
EDS-MS 4.2  Understa,2016Q2,EDS-MS,4.2  Understand the range and characteristics of typical and atypical child development,1.41,1.89,99,4.2,1099
EDS-MS 4.3  Design i,2016Q2,EDS-MS,4.3  Design instruction and assessment that reflects the interconnectedness of academic content areas,2.42,2.16,65,4.3,1100
"EDS-MS 4.4  Plan, de",2016Q2,EDS-MS,"4.4  Plan, design, implement and monitor instruction",1.63,3.55,40,4.4,1101
EDS-MS 4.5  Promote ,2016Q2,EDS-MS,4.5  Promote student success,3.92,2.84,96,4.5,1102
EDS-MS 4.6  Access r,2016Q2,EDS-MS,4.6  Access resources for planning and instruction,2.23,2.35,51,4.6,1103
EDS-MS 4.7  Plan ins,2016Q2,EDS-MS,4.7  Plan instruction that promotes a range of communication strategies,3.55,3.22,34,4.7,1104
EDS-MS 4.8  Use digi,2016Q2,EDS-MS,4.8  Use digital tools and learning technologies across learning environments,1.08,1.67,24,4.8,1105
EDS-MS TPE 5: Assess,2016Q2,EDS-MS,TPE 5: Assessing Student Learning,3.61,2.85,93,5,1106
EDS-MS 5.1  Apply kn,2016Q2,EDS-MS,5.1  Apply knowledge ofappropriate uses of different types of assessments,3.39,3.71,12,5.1,1107
EDS-MS 5.2  Collect ,2016Q2,EDS-MS,5.2  Collect and analyze assessment data from multiple,1.66,3.64,89,5.2,1108
EDS-MS 5.3  Involve ,2016Q2,EDS-MS,5.3  Involve all students in self-assessment and reflection on their learning goals,2.43,3.96,97,5.3,1109
EDS-MS 5.4  Use tech,2016Q2,EDS-MS,5.4  Use technology as appropriate to support assessment administration,3.73,3.97,24,5.4,1110
EDS-MS 5.5  Use asse,2016Q2,EDS-MS,5.5  Use assessment information to assist in understanding student progress in meeting learning goals.,2.11,1.74,64,5.5,1111
EDS-MS 5.6  Work wit,2016Q2,EDS-MS,5.6  Work with specialists to interpret assessment results,2.3,1.94,66,5.6,1112
EDS-MS 5.7  Interpre,2016Q2,EDS-MS,5.7  Interpret English learners' assessment data to identify their level of academic proficiency in English…as well as in their primary language,2.35,1.76,21,5.7,1113
EDS-MS 5.8  Use asse,2016Q2,EDS-MS,"5.8  Use assessment data… to establish learning goals and to plan, differentiate, make accommodations and/or modify instruction.",2.62,3.63,57,5.8,1114
EDS-MS TPE 6: Develo,2016Q2,EDS-MS,TPE 6: Developing as a Professional Educator,2.03,3.46,42,6,1115
EDS-MS 6.1  Reflect ,2016Q2,EDS-MS,6.1  Reflect on their own teaching practice,3.84,2.31,71,6.1,1116
EDS-MS 6.2  Recogniz,2016Q2,EDS-MS,6.2  Recognize their own values and implicit and explicit biases,2.98,3.28,64,6.2,1117
EDS-MS 6.3  Establis,2016Q2,EDS-MS,6.3  Establish professional learning goals to improve their practice…,1.44,1.31,25,6.3,1118
EDS-MS 6.4  Demonstr,2016Q2,EDS-MS,6.4  Demonstrate how and when to involve other adults and to communicate effectively with peers and colleagues,3.06,2.35,57,6.4,1119
EDS-MS 6.5  Demonstr,2016Q2,EDS-MS,6.5  Demonstrate professional responsibility for all aspects of student learning and classroom management,3.93,1.34,91,6.5,1120
EDS-MS 6.6  Understa,2016Q2,EDS-MS,6.6  Understand roles and responsibilities as mandated reporters,1.79,1.22,24,6.6,1121
EDS-MS 6.7  Critical,2016Q2,EDS-MS,6.7  Critically analyze history of public education in California affects… school governance,3.34,2.31,42,6.7,1122
EDS-MS TPE 1: Engagi,2016Q3,EDS-MS,TPE 1: Engaging and Supporting All Students,3.85,1.23,81,1,1123
EDS-MS 1.1  Apply kn,2016Q3,EDS-MS,1.1  Apply knowledge of students to engage them in learning.  ,1.67,3.85,22,1.1,1124
EDS-MS 1.2  Maintain,2016Q3,EDS-MS,1.2  Maintain ongoing communication with students and families,3.37,3.66,15,1.2,1125
EDS-MS 1.3  Connect ,2016Q3,EDS-MS,1.3  Connect subject matter to real-life contexts,1.57,1.23,34,1.3,1126
EDS-MS 1.4  Use… app,2016Q3,EDS-MS,1.4  Use… appropriate instructional strategies… within the Classroom,2.79,1.35,53,1.4,1127
EDS-MS 1.5  Promote ,2016Q3,EDS-MS,1.5  Promote students' critical and creative thinking,3.49,2.74,82,1.5,1128
EDS-MS 1.6  Provide ,2016Q3,EDS-MS,1.6  Provide a supportive learning environment,3.02,3.72,16,1.6,1129
EDS-MS 1.7  Provide ,2016Q3,EDS-MS,1.7  Provide students to access  visual and performing arts,3.61,3.52,82,1.7,1130
EDS-MS 1.8  Monitor ,2016Q3,EDS-MS,1.8  Monitor student learning and adjust instruction,1.6,3.75,44,1.8,1131
EDS-MS TPE 2: Creati,2016Q3,EDS-MS,TPE 2: Creating and Maintaining Effective Environments for Student Learning,2.83,1.17,68,2,1132
EDS-MS 2.1  Promote ,2016Q3,EDS-MS,2.1  Promote students' social-emotional growth,3.3,3.47,18,2.1,1133
EDS-MS 2.2  Create l,2016Q3,EDS-MS,2.2  Create learning environments… that promote productive student learning,1.38,2.33,43,2.2,1134
EDS-MS 2.3  Establis,2016Q3,EDS-MS,"2.3  Establish, maintain, and monitor inclusive learning environments ",2.39,1.41,94,2.3,1135
EDS-MS 2.4  Know how,2016Q3,EDS-MS,2.4  Know how to access resources to support students,1.15,2.06,68,2.4,1136
EDS-MS 2.5  Maintain,2016Q3,EDS-MS,2.5  Maintain high expectations for learning,2.83,1.36,40,2.5,1137
EDS-MS 2.6  Establis,2016Q3,EDS-MS,2.6  Establish and maintain clear expectations for positive classroom behavior,1.87,1.01,64,2.6,1138
EDS-MS TPE 3: Unders,2016Q3,EDS-MS,TPE 3: Understanding and Organizing Subject Matter for Student Learning,3.83,3.7,13,3,1139
EDS-MS 3.1  Demonstr,2016Q3,EDS-MS,3.1  Demonstrate knowledge of subject matter,1.78,1.4,54,3.1,1140
EDS-MS 3.2  Use know,2016Q3,EDS-MS,3.2  Use knowledge about students and learning goals to organize the curriculum,2.62,1.77,30,3.2,1141
EDS-MS 3.3  Plan ins,2016Q3,EDS-MS,3.3  Plan instruction consistent with current subject-specific pedagogy,2.48,1.05,95,3.3,1142
EDS-MS 3.4  Individu,2016Q3,EDS-MS,3.4  Individually plan for effective subject matter instruction…,2.78,1.52,36,3.4,1143
EDS-MS 3.5  Adapt an,2016Q3,EDS-MS,3.5  Adapt and support the acquisition of academic language,3.96,2.29,50,3.5,1144
EDS-MS 3.6  Use a ra,2016Q3,EDS-MS,3.6  Use a range of technology to facilitate students' equitable access to the curriculum.,2.97,3.54,56,3.6,1145
EDS-MS 3.7  Model an,2016Q3,EDS-MS,3.7  Model and develop digital literacy by using technology,2.52,3.21,65,3.7,1146
EDS-MS 3.8  Demonstr,2016Q3,EDS-MS,3.8  Demonstrate knowledge of effective teaching strategies aligned with… educational technology standards.,1.79,2.27,77,3.8,1147
EDS-MS TPE 4: Planni,2016Q3,EDS-MS,TPE 4: Planning Instruction and Designing Learning Experiences for All Students ,2.94,1.26,29,4,1148
EDS-MS 4.1  Locate a,2016Q3,EDS-MS,4.1  Locate and apply information about students' current academic status,1.6,3.69,26,4.1,1149
EDS-MS 4.2  Understa,2016Q3,EDS-MS,4.2  Understand the range and characteristics of typical and atypical child development,3.53,1.4,54,4.2,1150
EDS-MS 4.3  Design i,2016Q3,EDS-MS,4.3  Design instruction and assessment that reflects the interconnectedness of academic content areas,2.05,1.91,21,4.3,1151
"EDS-MS 4.4  Plan, de",2016Q3,EDS-MS,"4.4  Plan, design, implement and monitor instruction",1.37,2.98,24,4.4,1152
EDS-MS 4.5  Promote ,2016Q3,EDS-MS,4.5  Promote student success,2.38,3.26,90,4.5,1153
EDS-MS 4.6  Access r,2016Q3,EDS-MS,4.6  Access resources for planning and instruction,2.24,1.76,47,4.6,1154
EDS-MS 4.7  Plan ins,2016Q3,EDS-MS,4.7  Plan instruction that promotes a range of communication strategies,3.85,3.37,90,4.7,1155
EDS-MS 4.8  Use digi,2016Q3,EDS-MS,4.8  Use digital tools and learning technologies across learning environments,2.93,2.04,53,4.8,1156
EDS-MS TPE 5: Assess,2016Q3,EDS-MS,TPE 5: Assessing Student Learning,2.3,1.26,97,5,1157
EDS-MS 5.1  Apply kn,2016Q3,EDS-MS,5.1  Apply knowledge ofappropriate uses of different types of assessments,3.97,3.29,46,5.1,1158
EDS-MS 5.2  Collect ,2016Q3,EDS-MS,5.2  Collect and analyze assessment data from multiple,2.52,2.38,22,5.2,1159
EDS-MS 5.3  Involve ,2016Q3,EDS-MS,5.3  Involve all students in self-assessment and reflection on their learning goals,3.14,2.85,73,5.3,1160
EDS-MS 5.4  Use tech,2016Q3,EDS-MS,5.4  Use technology as appropriate to support assessment administration,2.94,3.28,96,5.4,1161
EDS-MS 5.5  Use asse,2016Q3,EDS-MS,5.5  Use assessment information to assist in understanding student progress in meeting learning goals.,1.85,2.3,36,5.5,1162
EDS-MS 5.6  Work wit,2016Q3,EDS-MS,5.6  Work with specialists to interpret assessment results,1.15,1.75,78,5.6,1163
EDS-MS 5.7  Interpre,2016Q3,EDS-MS,5.7  Interpret English learners' assessment data to identify their level of academic proficiency in English…as well as in their primary language,2.58,2.53,38,5.7,1164
EDS-MS 5.8  Use asse,2016Q3,EDS-MS,"5.8  Use assessment data… to establish learning goals and to plan, differentiate, make accommodations and/or modify instruction.",2.89,2.71,71,5.8,1165
EDS-MS TPE 6: Develo,2016Q3,EDS-MS,TPE 6: Developing as a Professional Educator,2.59,2.12,17,6,1166
EDS-MS 6.1  Reflect ,2016Q3,EDS-MS,6.1  Reflect on their own teaching practice,3.12,2.16,72,6.1,1167
EDS-MS 6.2  Recogniz,2016Q3,EDS-MS,6.2  Recognize their own values and implicit and explicit biases,2.81,2.62,21,6.2,1168
EDS-MS 6.3  Establis,2016Q3,EDS-MS,6.3  Establish professional learning goals to improve their practice…,3.45,3.77,70,6.3,1169
EDS-MS 6.4  Demonstr,2016Q3,EDS-MS,6.4  Demonstrate how and when to involve other adults and to communicate effectively with peers and colleagues,3.88,3.12,44,6.4,1170
EDS-MS 6.5  Demonstr,2016Q3,EDS-MS,6.5  Demonstrate professional responsibility for all aspects of student learning and classroom management,3.31,1.09,27,6.5,1171
EDS-MS 6.6  Understa,2016Q3,EDS-MS,6.6  Understand roles and responsibilities as mandated reporters,3.68,1.13,40,6.6,1172
EDS-MS 6.7  Critical,2016Q3,EDS-MS,6.7  Critically analyze history of public education in California affects… school governance,2.07,2.96,85,6.7,1173
EDS-MS TPE 1: Engagi,2016Q4,EDS-MS,TPE 1: Engaging and Supporting All Students,2.94,2.46,96,1,1174
EDS-MS 1.1  Apply kn,2016Q4,EDS-MS,1.1  Apply knowledge of students to engage them in learning.  ,3.11,1.63,58,1.1,1175
EDS-MS 1.2  Maintain,2016Q4,EDS-MS,1.2  Maintain ongoing communication with students and families,3.97,3.59,16,1.2,1176
EDS-MS 1.3  Connect ,2016Q4,EDS-MS,1.3  Connect subject matter to real-life contexts,2.69,2.63,32,1.3,1177
EDS-MS 1.4  Use… app,2016Q4,EDS-MS,1.4  Use… appropriate instructional strategies… within the Classroom,3.4,3.67,86,1.4,1178
EDS-MS 1.5  Promote ,2016Q4,EDS-MS,1.5  Promote students' critical and creative thinking,3.92,1.66,16,1.5,1179
EDS-MS 1.6  Provide ,2016Q4,EDS-MS,1.6  Provide a supportive learning environment,3.44,3.07,48,1.6,1180
EDS-MS 1.7  Provide ,2016Q4,EDS-MS,1.7  Provide students to access  visual and performing arts,1.74,1.71,47,1.7,1181
EDS-MS 1.8  Monitor ,2016Q4,EDS-MS,1.8  Monitor student learning and adjust instruction,1.71,3.77,96,1.8,1182
EDS-MS TPE 2: Creati,2016Q4,EDS-MS,TPE 2: Creating and Maintaining Effective Environments for Student Learning,1.43,1.4,71,2,1183
EDS-MS 2.1  Promote ,2016Q4,EDS-MS,2.1  Promote students' social-emotional growth,2.13,2.29,65,2.1,1184
EDS-MS 2.2  Create l,2016Q4,EDS-MS,2.2  Create learning environments… that promote productive student learning,3.59,3.28,75,2.2,1185
EDS-MS 2.3  Establis,2016Q4,EDS-MS,"2.3  Establish, maintain, and monitor inclusive learning environments ",2.23,3.62,100,2.3,1186
EDS-MS 2.4  Know how,2016Q4,EDS-MS,2.4  Know how to access resources to support students,3.09,2.08,66,2.4,1187
EDS-MS 2.5  Maintain,2016Q4,EDS-MS,2.5  Maintain high expectations for learning,3.62,2.71,81,2.5,1188
EDS-MS 2.6  Establis,2016Q4,EDS-MS,2.6  Establish and maintain clear expectations for positive classroom behavior,2.44,1.01,21,2.6,1189
EDS-MS TPE 3: Unders,2016Q4,EDS-MS,TPE 3: Understanding and Organizing Subject Matter for Student Learning,2.22,1.97,83,3,1190
EDS-MS 3.1  Demonstr,2016Q4,EDS-MS,3.1  Demonstrate knowledge of subject matter,3.73,2.27,20,3.1,1191
EDS-MS 3.2  Use know,2016Q4,EDS-MS,3.2  Use knowledge about students and learning goals to organize the curriculum,2.87,1.51,63,3.2,1192
EDS-MS 3.3  Plan ins,2016Q4,EDS-MS,3.3  Plan instruction consistent with current subject-specific pedagogy,2.6,1.4,28,3.3,1193
EDS-MS 3.4  Individu,2016Q4,EDS-MS,3.4  Individually plan for effective subject matter instruction…,1,2.22,39,3.4,1194
EDS-MS 3.5  Adapt an,2016Q4,EDS-MS,3.5  Adapt and support the acquisition of academic language,1.76,3.65,37,3.5,1195
EDS-MS 3.6  Use a ra,2016Q4,EDS-MS,3.6  Use a range of technology to facilitate students' equitable access to the curriculum.,2.29,2.92,93,3.6,1196
EDS-MS 3.7  Model an,2016Q4,EDS-MS,3.7  Model and develop digital literacy by using technology,2,3.45,30,3.7,1197
EDS-MS 3.8  Demonstr,2016Q4,EDS-MS,3.8  Demonstrate knowledge of effective teaching strategies aligned with… educational technology standards.,3.57,1.17,35,3.8,1198
EDS-MS TPE 4: Planni,2016Q4,EDS-MS,TPE 4: Planning Instruction and Designing Learning Experiences for All Students ,2.89,1.04,53,4,1199
EDS-MS 4.1  Locate a,2016Q4,EDS-MS,4.1  Locate and apply information about students' current academic status,1.38,1.66,61,4.1,1200
EDS-MS 4.2  Understa,2016Q4,EDS-MS,4.2  Understand the range and characteristics of typical and atypical child development,2.24,2.94,42,4.2,1201
EDS-MS 4.3  Design i,2016Q4,EDS-MS,4.3  Design instruction and assessment that reflects the interconnectedness of academic content areas,2.76,3.78,96,4.3,1202
"EDS-MS 4.4  Plan, de",2016Q4,EDS-MS,"4.4  Plan, design, implement and monitor instruction",2.67,1.14,31,4.4,1203
EDS-MS 4.5  Promote ,2016Q4,EDS-MS,4.5  Promote student success,1.95,1.87,33,4.5,1204
EDS-MS 4.6  Access r,2016Q4,EDS-MS,4.6  Access resources for planning and instruction,1.66,2.34,24,4.6,1205
EDS-MS 4.7  Plan ins,2016Q4,EDS-MS,4.7  Plan instruction that promotes a range of communication strategies,1.01,3.9,64,4.7,1206
EDS-MS 4.8  Use digi,2016Q4,EDS-MS,4.8  Use digital tools and learning technologies across learning environments,1.94,2.16,48,4.8,1207
EDS-MS TPE 5: Assess,2016Q4,EDS-MS,TPE 5: Assessing Student Learning,3.14,2.4,43,5,1208
EDS-MS 5.1  Apply kn,2016Q4,EDS-MS,5.1  Apply knowledge ofappropriate uses of different types of assessments,3.65,1.85,53,5.1,1209
EDS-MS 5.2  Collect ,2016Q4,EDS-MS,5.2  Collect and analyze assessment data from multiple,1.59,2.83,16,5.2,1210
EDS-MS 5.3  Involve ,2016Q4,EDS-MS,5.3  Involve all students in self-assessment and reflection on their learning goals,3.12,3.59,91,5.3,1211
EDS-MS 5.4  Use tech,2016Q4,EDS-MS,5.4  Use technology as appropriate to support assessment administration,2.68,1.85,56,5.4,1212
EDS-MS 5.5  Use asse,2016Q4,EDS-MS,5.5  Use assessment information to assist in understanding student progress in meeting learning goals.,2.28,3.37,79,5.5,1213
EDS-MS 5.6  Work wit,2016Q4,EDS-MS,5.6  Work with specialists to interpret assessment results,1.42,2.49,64,5.6,1214
EDS-MS 5.7  Interpre,2016Q4,EDS-MS,5.7  Interpret English learners' assessment data to identify their level of academic proficiency in English…as well as in their primary language,2.54,1.94,25,5.7,1215
EDS-MS 5.8  Use asse,2016Q4,EDS-MS,"5.8  Use assessment data… to establish learning goals and to plan, differentiate, make accommodations and/or modify instruction.",1.31,2.21,71,5.8,1216
EDS-MS TPE 6: Develo,2016Q4,EDS-MS,TPE 6: Developing as a Professional Educator,3,1.97,15,6,1217
EDS-MS 6.1  Reflect ,2016Q4,EDS-MS,6.1  Reflect on their own teaching practice,3.26,1.53,94,6.1,1218
EDS-MS 6.2  Recogniz,2016Q4,EDS-MS,6.2  Recognize their own values and implicit and explicit biases,3.54,2.13,40,6.2,1219
EDS-MS 6.3  Establis,2016Q4,EDS-MS,6.3  Establish professional learning goals to improve their practice…,3.45,1.9,37,6.3,1220
EDS-MS 6.4  Demonstr,2016Q4,EDS-MS,6.4  Demonstrate how and when to involve other adults and to communicate effectively with peers and colleagues,3.42,2.43,37,6.4,1221
EDS-MS 6.5  Demonstr,2016Q4,EDS-MS,6.5  Demonstrate professional responsibility for all aspects of student learning and classroom management,2.61,3,32,6.5,1222
EDS-MS 6.6  Understa,2016Q4,EDS-MS,6.6  Understand roles and responsibilities as mandated reporters,3.16,2.94,88,6.6,1223
